2024-10-16T20:13:14.884000Z,3.01,-0.78
2024-10-16T20:13:15.584000Z,3.12,-0.4
2024-10-16T20:13:15.844000Z,3.09,-0.11
2024-10-16T20:13:16.154000Z,3.07,0.24
2024-10-16T20:13:16.224000Z,3.02,0.4
2024-10-16T20:13:16.694000Z,3.06,0.54
2024-10-16T20:13:16.884000Z,3.11,0.48
2024-10-16T20:13:17.004000Z,3.15,0.43
2024-10-16T20:13:17.304000Z,3.15,0.5
2024-10-16T20:13:17.574000Z,3.15,0.52
2024-10-16T20:13:17.764000Z,3.21,0.46
2024-10-16T20:13:17.844000Z,3.25,0.39
2024-10-16T20:13:18.255000Z,3.26,0.46
2024-10-16T20:13:18.564000Z,3.22,0.52
2024-10-16T20:13:18.944000Z,3.19,0.59
2024-10-16T20:13:19.335000Z,3.23,0.56
2024-10-16T20:13:19.529000Z,3.25,0.49
2024-10-16T20:13:19.824000Z,3.28,0.45
2024-10-16T20:13:19.884000Z,3.28,0.38
2024-10-16T20:13:19.974000Z,3.28,0.32
2024-10-16T20:13:20.074000Z,3.28,0.28
2024-10-16T20:13:20.114000Z,3.27,0.23
2024-10-16T20:13:20.144000Z,3.27,0.2
2024-10-16T20:13:20.545000Z,3.29,0.17
2024-10-16T20:13:20.624000Z,3.28,0.15
2024-10-16T20:13:20.904000Z,3.29,0.12
2024-10-16T20:13:21.089000Z,3.24,0.16
2024-10-16T20:13:21.269000Z,3.18,0.22
2024-10-16T20:13:21.435000Z,3.15,0.23
2024-10-16T20:13:21.775000Z,3.13,0.25
2024-10-16T20:13:21.825000Z,3.11,0.26
2024-10-16T20:13:22.265000Z,3.08,0.26
2024-10-16T20:13:22.726000Z,3.07,0.23
2024-10-16T20:13:23.205000Z,3.09,0.2
2024-10-16T20:13:23.585000Z,3.09,0.19
2024-10-16T20:13:23.775000Z,3.09,0.19
2024-10-16T20:13:23.815000Z,3.08,0.2
2024-10-16T20:13:24.235000Z,3.08,0.18
2024-10-16T20:13:24.645000Z,3.1,0.17
2024-10-16T20:13:24.865000Z,3.11,0.16
2024-10-16T20:13:25.225000Z,3.13,0.16
2024-10-16T20:13:25.285000Z,3.14,0.17
